Title,Artist,kinki,love,success,hard,need,feel,day,new,gone,heart,boy,realli,real,think,would,thing,one,hold,sdanger,bitch,leav,danger,around,talk,run,keep,nigga,live,sweet,world,alway,successt,eye,parti,wait,bodi,made,noth,show,bad,turn,long,home,light,hand,work,nigparti,caheart,walk,Emotion
B.M.F. (Blowin' Money Fast),rick ross,1,1,13,1,0,0,0,0,0,1,0,0,8,9,0,0,8,1,0,1,1,2,1,0,1,0,5,0,0,0,1,8,0,4,0,0,0,1,0,0,0,0,0,0,0,8,11,0,0,c
Way Out Here,josh thompson,1,1,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,c
Speak Now,taylor swift,0,6,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,c
Gonna Get This,hannah montana,0,29,0,0,0,3,0,1,0,0,26,3,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,c
The End,kings of leon,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,c
Rap Song,t-pain,8,25,6,0,1,1,2,4,2,0,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,c
Miss Me,drake,0,11,5,0,1,1,1,0,7,3,1,1,1,1,0,2,3,0,1,2,0,4,1,1,1,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,3,0,1,1,0,3,0,6,1,c
Your Love,nicki minaj,0,20,2,3,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,c
Pretty Good At Drinkin' Beer,billy currington,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,3,2,0,0,0,c
Little White Church,little big town,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,c
POWER,kanye west,3,1,1,0,4,1,1,0,0,1,0,0,0,1,0,0,4,0,2,1,0,2,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,c
The Catalyst,linkin park,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,c
Gonorrhea,lil wayne,11,6,7,2,0,1,0,0,0,14,0,0,0,0,0,0,0,1,5,4,0,2,1,0,0,2,10,1,1,3,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,4,2,0,c
Lucky,glee cast,1,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,c
"River Deep, Mountain High",glee cast,1,2,2,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,c
Happy Days Are Here Again / Get Happy,glee cast,1,0,2,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,c
Don't Go Breaking My Heart,glee cast,0,20,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,c
Move That Body,nelly,6,11,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,4,2,0,0,0,0,2,10,0,2,0,c
Sing!,glee cast,0,7,0,0,3,0,1,0,0,1,3,0,0,0,0,0,4,0,0,0,0,3,0,2,1,1,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,c
Le Jazz Hot,glee cast,0,6,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,c
Ridin' Solo,jason derulo,4,1,5,0,0,5,2,0,2,0,0,0,0,0,1,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,c
The Only Exception,paramore,0,3,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Teach Me How To Dougie,cali swag district,5,21,24,0,1,1,1,0,0,0,0,1,1,2,0,0,0,0,0,3,1,4,0,0,1,1,2,0,0,0,0,1,0,6,0,0,1,0,2,0,0,1,1,0,0,0,2,3,0,c
La La La,auburn,0,2,2,0,2,0,0,0,0,3,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,c
I Want To Hold Your Hand,glee cast,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,c
One Of Us,glee cast,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,c
Only The Good Die Young,glee cast,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,c
Losing My Religion,glee cast,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Papa Can You Hear Me?,glee cast,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,c
Bridge Over Troubled Water,glee cast,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
I Look To You,glee cast,1,0,0,0,2,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,c
Like We Used To,a rocket to the moon,1,7,3,0,0,7,2,0,0,4,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Loca,shakira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Billionaire,travie mccoy,0,1,3,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,1,0,0,1,1,0,0,1,0,0,1,3,0,0,3,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,c
Pretty Boy Swag,soulja boy tell'em,4,20,46,0,0,1,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,c
Empire State Of Mind,glee cast,0,3,6,0,1,6,1,25,1,1,1,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,2,3,0,2,0,1,0,3,0,0,8,4,0,1,0,2,2,6,1,0,1,0,1,c
Toxic,glee cast,4,6,0,0,1,6,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
The Only Exception,glee cast,0,3,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
What's Wrong With Them,lil wayne,2,9,3,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,2,0,0,0,2,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,c
I'm A Slave 4 U,glee cast,0,8,1,0,1,7,0,0,0,0,0,4,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Stronger,glee cast,1,1,0,0,0,1,1,2,4,8,0,0,0,7,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,c
Baby One More Time,glee cast,0,25,0,0,2,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,c
Me Against The Music,glee cast,0,3,2,0,0,2,0,0,0,0,0,2,0,1,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,2,1,1,4,0,0,0,2,0,0,0,c
I Am Not A Human Being,lil wayne,2,6,7,0,0,0,1,0,0,2,0,0,0,1,1,0,0,1,5,2,1,4,0,0,3,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,c
Bill Gates,lil wayne,3,5,6,0,1,0,4,0,0,6,0,0,0,0,0,0,0,0,4,9,0,5,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2,0,0,1,0,8,0,0,c
Na Na Na (Na Na Na Na Na Na Na Na Na),my chemical romance,1,4,0,0,2,1,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,3,0,0,1,4,0,0,0,3,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,c
Hope She Cheats On You (With A Basketball Player),marsha ambrosius,0,7,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,c
Breakeven,the script,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,c
Find Your Love,drake,0,16,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,c
Free,zac brown band,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,c
Round & Round,selena gomez,0,7,2,3,3,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Bittersweet,fantasia,0,9,0,1,0,1,0,0,1,0,0,3,0,8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,c
Break My Bank,new boyz,2,6,11,0,3,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,c
Erase Me,kid cudi,1,6,1,0,0,2,1,3,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,2,6,12,1,0,0,0,0,1,0,2,0,0,0,6,2,0,0,0,0,0,0,3,0,0,0,c
Telephone,glee cast,6,8,0,0,0,1,0,0,0,9,1,0,0,3,0,1,4,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,17,0,0,1,0,0,0,0,0,5,0,1,0,0,1,0,c
Billionaire,glee cast,2,1,3,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,1,1,0,0,1,0,0,1,3,0,0,3,0,0,0,0,0,1,4,0,0,0,3,0,0,0,0,0,c
Listen,glee cast,0,17,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,c
What I Did For Love,glee cast,3,14,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Stutter,maroon 5,1,4,0,0,7,4,0,0,0,0,0,17,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,c
Love Like Crazy,lee brice,2,8,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,c
Somebody To Love,justin bieber,0,26,3,0,36,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,c
Glitter In The Air,pink,1,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,c
Hold You (Hold Yuh),gyptian,1,2,8,0,0,1,0,2,0,0,0,0,1,0,0,1,4,19,0,1,0,2,13,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,c
Trailerhood,toby keith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Break Your Heart,taio cruz,0,19,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,c
Undo It,carrie underwood,0,3,0,0,1,5,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,c
"Lover, Lover",jerrod niemann,0,7,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,c
Gettin' Over You,david guetta,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,c
I'm In,keith urban,0,15,0,0,4,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,c
This Ain't Nothin',craig morgan,1,8,1,0,0,2,0,0,0,2,3,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,c
Champagne Life,ne-yo,0,7,3,0,1,1,7,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,c
The Man Who Can't Be Moved,the script,0,7,2,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,c
Rockstar 101,rihanna,0,47,0,0,0,1,6,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,6,0,0,0,2,0,c
Dumb Love,sean kingston,0,16,3,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,c
Introducing Me,nick jonas,3,5,2,0,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,c
Bulletproof,la roux,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,c
There Goes My Baby,usher,2,46,0,0,2,11,2,0,1,8,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,2,0,0,2,1,0,0,2,c
Alejandro,lady gaga,5,5,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,c
Impossible,shontelle,0,9,0,1,1,0,0,0,5,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,c
Ride,ciara,8,45,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,2,2,0,0,c
My First Kiss,3oh!3,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Kissin U,miranda cosgrove,15,3,0,0,0,2,0,0,0,0,0,4,0,0,1,1,4,0,0,0,0,1,2,0,0,0,0,0,0,2,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,c
Bed Intruder Song,antoine dodson,2,1,0,0,1,0,0,0,0,0,2,5,1,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,c
Rock That Body,the black eyed peas,1,1,2,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,7,0,37,0,0,0,0,1,2,0,4,0,0,0,0,0,c
143,bobby brackins,1,29,4,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c
Mockingbird,rob thomas,0,9,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,c
F**k You!,cee lo green,2,16,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,c
Your Love Is My Drug,ke$ha,2,57,1,2,2,1,0,0,1,1,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Un-Thinkable (I'm Ready),alicia keys,0,3,0,0,0,4,0,0,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
This Afternoon,nickelback,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,c
Water,brad paisley,0,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,c
Somebody To Love,justin bieber,0,26,3,0,36,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,c
E.T.,katy perry,5,3,5,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,c
Give A Little More,maroon 5,0,24,0,1,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,1,1,0,2,0,0,0,0,0,0,c
Black Rain,soundgarden,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,c
Hello Good Morning,diddy - dirty money,2,6,5,1,1,6,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,1,1,2,3,0,0,1,0,6,0,6,0,c
Lose My Mind,young jeezy,3,8,9,0,2,0,0,2,0,2,1,0,0,1,1,3,0,0,5,2,1,5,1,0,0,0,9,1,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,c
Lay Me Down,the dirty heads,3,4,0,0,0,3,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,5,2,0,7,0,0,0,1,0,1,1,3,1,0,0,0,3,0,0,0,0,0,0,0,1,0,2,2,c
"2012 (It Ain""t The End)",jay sean,0,0,3,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,4,0,16,1,3,0,17,0,0,0,0,0,0,14,3,0,0,0,1,0,0,0,c
Circle The Drain,katy perry,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,c
Nothin' On You,b.o.b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Rain Is A Good Thing,luke bryan,1,5,1,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c
I Never Told You,colbie caillat,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,c
The House That Built Me,miranda lambert,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,c
Pray For You,jaron and the long road to love,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,c
Crazy Town,jason aldean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Sex Room,ludacris,11,16,3,1,1,0,2,0,0,1,0,1,2,2,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1,10,0,19,0,1,0,0,1,0,1,1,2,0,0,0,0,c
Beautiful Monster,ne-yo,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,c
We'll Be A Dream,we the kings,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,c
Not Like The Movies,katy perry,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,c
In My Head,jason derulo,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,c
All I Do Is Win,dj khaled,1,1,7,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,5,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,c
She Won't Be Lonely Long,clay walker,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,5,1,0,0,0,0,0,0,c
Cuando Me Enamoro,enrique iglesias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Nightmare,avenged sevenfold,2,1,0,0,1,3,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,c
G.R.I.N.D. (Get Ready It's A New Day),asher roth,0,2,0,3,3,4,1,2,0,1,0,3,2,2,0,1,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,5,0,0,2,2,0,0,0,c
The Crow And The Butterfly,shinedown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Over,drake,1,1,2,0,1,5,0,0,0,1,0,4,0,0,1,2,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,c
Eenie Meenie,sean kingston,0,10,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,c
Can't Be Tamed,miley cyrus,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,c
Ordinary Girl,hannah montana,0,13,1,0,0,6,2,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,c
